,location_id,month,location,enodeb_share,onx_avg_initialbufferinterval_overall,cei_score,call_setup_success_rate,ccsr_voice_rate
1438,1705,11,SELUMA,73.15774246966198,4625.627750410508,46.49479877132877,99.78476286102432,99.69491170497774
1439,1705,12,SELUMA,71.24990657658535,4346.790238095238,45.065360855050464,99.79573777724174,99.62119640244788
1450,1706,11,MUKO MUKO,71.05465363545186,3714.147539682539,47.72925497800813,99.5951235476546,99.80456068583958
1451,1706,12,MUKO MOKO,77.90098810244001,,44.30201503200422,99.60758637244764,99.86817565336334
1452,1706,12,MUKO MUKO,76.09663009941184,3211.2408068783066,44.30201503200422,99.60758637244764,99.86817565336334
1463,1707,11,LEBONG,78.91762866762866,4427.916025641025,46.675774353428,99.46763699857776,99.82452972718218
1464,1707,12,LEBONG,67.20853858784895,6061.279012345679,44.67351332352892,99.4629458680358,99.7892401257671
1475,1708,11,KEPAHIANG,58.82930757155081,5226.9687602627255,47.54513299460247,99.50811962361458,99.74137624525105
1476,1708,12,KEPAHIANG,49.230960543936014,5279.075952380953,44.27289594878649,99.41836010027356,99.71741059659824
1487,1709,11,BENGKULU TENGAH,62.73652708946827,3337.337931034483,48.5886458423657,99.36063090658968,99.85494942810236
1488,1709,12,BENGKULU TENGAH,48.123383828252,3711.920294784581,45.58293396312089,99.13980752848254,99.78649779511645
1499,1771,11,KOTA BENGKULU,53.27698954621134,3550.424887574816,53.00110202942715,99.84598545335152,99.8724004786244
1500,1771,12,KOTA BENGKULU,56.810236074041065,3716.322377744649,46.04016155751111,99.7957767981094,99.86055381925554
1511,1801,11,LAMPUNG BARAT,42.10014488935917,4495.6060894660895,60.10599560744108,99.42844322292514,99.7170883583946
1512,1801,12,LAMPUNG BARAT,45.71976631889381,3676.403412698413,58.73536650842673,98.77316457500318,99.69123531853327
1523,1802,11,TANGGAMUS,45.29676257123391,3531.106697607947,61.40139579961365,99.35610819868522,99.79184001688284
1524,1802,12,TANGGAMUS,45.993502824446246,3560.217182072314,59.431847098094,98.99287732981026,99.80491679185432
1535,1803,11,LAMPUNG SELATAN,45.8446445203202,3588.00158358118,69.531414457799,99.56189239499624,99.84195304441094
1536,1803,12,LAMPUNG SELATAN,48.44757843087624,3688.1155701774537,62.76013927899385,99.52364761156969,99.8174294181314
1547,1804,11,LAMPUNG TIMUR,35.269508226619024,3854.0034365684623,62.94785931208851,99.70986566753032,99.78586067046936
1548,1804,12,LAMPUNG TIMUR,38.08242713691806,3760.583590381602,59.99661672404803,99.68025936784775,99.77677695331646
1559,1805,11,LAMPUNG TENGAH,40.84185990568111,3646.4743935917086,63.95988705180665,99.59448097882373,99.77501527752796
1560,1805,12,LAMPUNG TENGAH,42.11847570903534,3735.264572857188,60.15078932016328,99.59498145251396,99.77029288703405
1571,1806,11,LAMPUNG UTARA,40.00310277240697,4274.231904756677,65.96707842108215,99.59376196539726,99.78229247799916
1572,1806,12,LAMPUNG UTARA,41.53660712434274,3784.2823107237614,62.67129561908916,99.61639196184407,99.76605947449627
1583,1807,11,WAY KANAN,50.54761006229511,3942.189427331927,59.994051902862296,99.30776213368418,99.69591255454678
1584,1807,12,WAY KANAN,53.98924704053699,3957.370891145892,58.10226117390036,99.16875393685066,99.69150874782676
1595,1808,11,TULANG BAWANG,53.438448651422576,3677.874527164156,65.31721142030028,99.51036213998177,99.80104800704602
1596,1808,12,TULANG BAWANG,53.011221827710926,3902.7143224531455,63.53022948511177,99.41385619519396,99.783931694669
1607,1809,11,PESAWARAN,39.610082376750185,3894.2694966961135,67.26039683347048,99.5604443873943,99.77474035727889
1608,1809,12,PESAWARAN,35.97709996218139,3931.806941021942,62.64913908721908,99.53391678322144,99.74057251466738
1619,1810,11,PRINGSEWU,35.24128026020512,4033.1085876623374,68.4975290122787,99.73285309895914,99.84018016790664
1620,1810,12,PRINGSEWU,37.683179352237694,3606.677539094892,66.23934447784396,99.73500981465251,99.83370572427155
1631,1811,11,MESUJI,63.79976381523473,3213.088777056276,58.63654984374087,98.52312176350785,99.7861714372074
1632,1811,12,MESUJI,65.9982347122684,4361.987301587301,55.53827179983088,99.09332499107532,99.71321630096496
1643,1812,11,TULANG BAWANG BARAT,49.71495440134471,4143.958607041107,61.7605390580289,99.5751288472192,99.8281011877162
1644,1812,12,TULANG BAWANG BARAT,46.94039674278552,4678.677298850575,57.96599066382191,99.5380016000746,99.81646550425556
1655,1813,11,PESISIR BARAT,60.23086616972066,4394.736097883598,64.15093707118722,99.25562228345896,99.72368955990918
1656,1813,12,PESISIR BARAT,54.45920271439208,4156.582594417078,62.92749186161316,99.04788385432585,99.7241976111662
1667,1871,11,KOTA BANDAR LAMPUNG,45.655051327304754,3237.9773375682294,70.97603449060168,99.75510066464076,99.87769639244156
1668,1871,12,KOTA BANDAR LAMPUNG,45.14133840028965,3177.929918183494,69.44692374642133,99.73005504775522,99.86494365735624
1679,1872,11,KOTA METRO,34.053171002200806,3534.1427525252525,71.05981289105851,99.79797879245028,99.80641288491384
1680,1872,12,KOTA METRO,46.52396197896816,3224.097031073501,69.5151486676613,99.78421192843994,99.81052326248243
1691,1901,11,BANGKA,53.62891560851799,3305.685813032856,56.68902287717372,99.81189874801956,99.8666036564463
1692,1901,12,BANGKA,53.89918042404559,4111.1876295926295,56.34183230192644,99.81658982833486,99.8776541023346
1703,1902,11,BELITUNG,43.05557635746056,2948.54971981722,60.346015969171525,99.67101954625346,99.77697814578632
1704,1902,12,BELITUNG,46.645616776602566,3238.7980965330976,58.52824495858324,99.54936766222984,99.79006513768358
1715,1903,11,BANGKA BARAT,61.57888609408412,3920.779184334184,61.95354205284648,99.50686895955,99.7910290636944
1716,1903,12,BANGKA BARAT,65.57887188997475,3865.303328523329,60.34267306643168,99.558943086929,99.799980102567
1727,1904,11,BANGKA TENGAH,48.65666495424214,3080.736352813853,56.99658645267348,99.68441258244737,99.81217549980082
1728,1904,12,BANGKA TENGAH,53.18392926552816,3343.51334045584,54.39554961079398,99.59452439283116,99.80602389935775
1739,1905,11,BANGKA SELATAN,51.0829353090088,3744.847791005291,54.88084573011531,99.5554490133708,99.75838768126192
1740,1905,12,BANGKA SELATAN,54.731264252479335,3639.153201970444,52.649501820844186,99.58105324341678,99.77632335572773
1751,1906,11,BELITUNG TIMUR,52.11342672446757,2919.462883597884,61.50389368707437,99.6443429000812,99.7766776986861
1752,1906,12,BELITUNG TIMUR,47.13550047320662,3810.1647222222223,59.52615509698911,99.5409670397154,99.79938561322292
1763,1971,11,KOTA PANGKAL PINANG,50.6123465666984,2918.196399401414,60.53361469180457,99.80034434893948,99.89867766215916
1764,1971,12,KOTA PANGKAL PINANG,53.60805234333318,3028.7638381993647,62.607436467454846,99.79233394759147,99.89088111879413
1775,2101,11,KARIMUN,65.1805362932067,3090.932640054899,61.79942505405726,99.35740776797748,99.3176224095088
1776,2101,12,KARIMUN,67.63121283266229,3125.657600960522,61.81154396215573,99.48948765241602,99.32392023814948
1787,2102,11,BINTAN,67.52567396666626,3030.4810950124283,56.62734315194702,98.9927071980742,99.29872228496824
1788,2102,12,BINTAN,66.9583403903334,3468.0816038342696,50.40110530550722,99.09878404481351,99.31914454488118
1799,2103,11,NATUNA,73.29935269214955,3532.702205202205,58.54559644088705,99.21780115453836,99.04316344515452
1800,2103,12,NATUNA,81.77820981346078,4219.15869047619,60.64317790305382,99.32337186371332,99.1933110074272
1811,2104,11,LINGGA,86.75319891380263,3766.493455988456,59.49907632697505,99.37145904537256,99.05600209895069
1812,2104,12,LINGGA,84.87589901989318,3975.9861940836936,59.94740618213731,99.32142682978728,99.0215284570141
1823,2105,11,KEPULAUAN ANAMBAS,95.74004943857884,4453.1356321839085,58.35198986374855,99.5162460573104,98.68404269053
1824,2105,12,KEPULAUAN ANAMBAS,94.1402485986444,4063.3373724489793,60.1742347365389,99.5802906602187,99.18774353652124
1835,2171,11,KOTA BATAM,66.1252388822328,3543.0380084883136,67.1326567013217,99.39118856978124,99.19037868684715
1836,2171,12,KOTA BATAM,64.2111290457991,3513.0987404857487,64.7214572237074,99.42616478961452,99.26034615035894
1847,2172,11,KOTA TANJUNG PINANG,66.92281341986093,2792.8756078428223,68.70162462894181,99.75116790563038,99.53334487125213
1848,2172,12,KOTA TANJUNG PINANG,67.90976732401039,3083.81217940214,70.39016152030445,99.76890639179426,99.5352573422198
1859,3101,11,ADMINISTRASI KEPULAUAN SERIBU,34.14971139971139,2951.3875,57.74125447118641,99.86378762580335,99.82555976648196
1860,3101,12,ADMINISTRASI KEPULAUAN SERIBU,24.514479773100454,3558.8385416666665,60.11798566664007,99.79561501502874,99.76323525448724
1871,3171,11,KOTA ADMINISTRASI JAKARTA SELATAN,38.34132789072503,3184.50663099681,64.57121599937614,99.7388365318347,99.90153977063493
1872,3171,12,KOTA ADMINISTRASI JAKARTA SELATAN,38.58396321650247,3297.015322692863,63.38953017772837,99.7076471377756,99.90487212238205
1883,3172,11,KOTA ADMINISTRASI JAKARTA TIMUR,37.991073289149774,3098.4112252135487,65.16314814357801,99.55673770231256,99.91968106065266
1884,3172,12,KOTA ADMINISTRASI JAKARTA TIMUR,39.05569993530258,3218.611616246485,65.76362971594915,99.23583303652872,99.92366510708928
1895,3173,11,KOTA ADMINISTRASI JAKARTA PUSAT,41.03002695905549,3353.7314491376465,62.01716991787829,99.62804613405248,99.90023104460938
1896,3173,12,KOTA ADMINISTRASI JAKARTA PUSAT,40.75462031929509,3434.398333492483,63.09028203620596,99.48457621362932,99.8980295242638
1907,3174,11,KOTA ADMINISTRASI JAKARTA BARAT,35.65291343930506,3251.4454551226195,62.8792479678774,99.79029390942895,99.89011246271598
1908,3174,12,KOTA ADMINISTRASI JAKARTA BARAT,37.162660021509815,3353.591926462721,62.1251114603355,99.7041801537789,99.88803034352726
1919,3175,11,KOTA ADMINISTRASI JAKARTA UTARA,37.5994904516355,3204.730405353228,59.46580327879054,99.6872393272683,99.8827586622437
1920,3175,12,KOTA ADMINISTRASI JAKARTA UTARA,38.64225668436151,3281.588177407683,61.62939303601191,99.53751771305691,99.8791379895868
1931,3201,11,BOGOR,30.34952741120046,3347.1059548651465,57.92079433112744,99.75454410136192,99.90730989057708
1932,3201,12,BOGOR,31.49096195485245,3365.223268814028,62.131118357158265,99.77070490975971,99.91541996737392
1943,3202,11,SUKABUMI,21.837131691824936,3743.327901181137,51.72885027626732,99.79067855749736,99.85836850101568
1944,3202,12,SUKABUMI,23.936154059363147,3717.7352003605415,56.054647006492445,99.6675104818195,99.8337835972732
1955,3203,11,CIANJUR,29.126114921126717,3598.694771373122,55.401934229778846,99.7979913086221,99.87134969122968
1956,3203,12,CIANJUR,27.958909959850576,3533.4407882627406,56.66792793863672,99.78369140083264,99.86524629085228
1967,3204,11,BANDUNG,35.701158120555974,3956.416202290232,56.04617490242563,99.79025375835316,99.93086914621104
1968,3204,12,BANDUNG,37.17231181560101,4010.865522158346,59.27286780106052,99.77707666996236,99.92570149808746
1979,3205,11,GARUT,41.76707093456783,4042.795994716024,55.07042906201893,99.74024777648656,99.87194943143166
1980,3205,12,GARUT,42.090885449380885,4164.498057777269,60.70477733880789,99.7182592617031,99.85552479672884
1991,3206,11,TASIKMALAYA,54.96731461669244,3861.086944342778,58.53840201548663,99.57978047179154,99.8231658364567
1992,3206,12,TASIKMALAYA,52.05931227641787,4038.597786408196,58.084679921196575,99.664338753383,99.8250966184292
2003,3207,11,CIAMIS,50.77562116102483,3771.488265544933,56.76141246425899,99.79524998826966,99.84141313891504
2004,3207,12,CIAMIS,51.853258110533865,3692.673087189216,55.95695109568526,99.77574516790658,99.83460709992198
2015,3208,11,KUNINGAN,30.10601442376962,3589.6546229414776,62.56367801976266,99.78618714531687,99.89756755304542
2016,3208,12,KUNINGAN,32.87052660830476,3401.4890944981667,62.21945589738311,99.75468048371889,99.90022017005016
2027,3209,11,CIREBON,36.81625737008981,3339.3570357076924,57.92534579356175,99.8041877773227,99.9175945050899
2028,3209,12,CIREBON,38.33970456205397,3301.157780324708,61.9960970246447,99.79622881845332,99.91028227902684
2039,3210,11,MAJALENGKA,45.45134885075846,3362.9082242474915,58.53988083910035,99.72062948341367,99.8750262111098
2040,3210,12,MAJALENGKA,46.03637770658791,3565.8383471761995,60.42505099360414,99.72271518746774,99.87595424926246
2051,3211,11,SUMEDANG,42.52985954340165,3522.5264532140127,54.87377822913854,99.73718144729312,99.90858248998651
2052,3211,12,SUMEDANG,44.66841699735048,3831.8878233712417,57.60977297651629,99.74797532404688,99.90646364115882
2063,3212,11,INDRAMAYU,36.92662519194349,2974.927655512206,59.83438759433084,99.72531915512155,99.916696114155
2064,3212,12,INDRAMAYU,37.97645387252825,3014.9886983315914,63.959885576669365,99.74821165369086,99.91314100709278
2075,3213,11,SUBANG,43.91776741396741,3362.6921787647525,58.74457531808879,99.82241822868386,99.8879369277387
2076,3213,12,SUBANG,44.34733157180429,3308.4276411807,60.135943869814966,99.84066265249346,99.90012385045016
2087,3214,11,PURWAKARTA,29.732986148435227,3242.0166953923194,58.31771698122056,99.80613901804972,99.91566525735917
2088,3214,12,PURWAKARTA,31.02444163989029,3180.1178109270063,61.94230067115611,99.79110675861727,99.91704672757984
2099,3215,11,KARAWANG,29.748800913848186,3539.0493718131925,55.51764708492191,99.7841511904825,99.91413086977607
2100,3215,12,KARAWANG,29.769183581622087,3625.773774568876,59.963834073329416,99.78181262987675,99.91949607190196
2111,3216,11,BEKASI,33.34903133893605,3581.089737101616,53.20635885907223,99.74344435412208,99.91669339028684
2112,3216,12,BEKASI,34.58882499183796,3740.701034243954,59.19662758056359,99.68708525735312,99.92569758305534
2123,3217,11,BANDUNG BARAT,35.77312666165603,3495.24038461612,50.51316188697213,99.77251312304304,99.90931922186684
2124,3217,12,BANDUNG BARAT,37.11143845413967,3747.0934090365454,50.491553224465584,99.74703058788862,99.919178564488
2135,3218,11,PANGANDARAN,58.25458391127451,3681.135130269957,61.11464421877288,99.66562194714236,99.8622874697436
2136,3218,12,PANGANDARAN,60.64333371937078,3827.208820615115,61.762973354133706,99.60023204298987,99.86110943222116
2147,3271,11,KOTA BOGOR,31.49327851118428,3237.407167324035,53.28820544706563,99.84509865507133,99.9373791021867
2148,3271,12,KOTA BOGOR,32.27709192828125,3404.3031105448854,55.8245071508753,99.84852055710124,99.94517107509688
2159,3272,11,KOTA SUKABUMI,27.751952929368848,2900.087459095648,58.83692382299304,99.82934712964604,99.93872638240708
2160,3272,12,KOTA SUKABUMI,27.897036937711245,3701.4412539945374,61.53886352870437,99.67424818510152,99.93537165052844
2171,3273,11,KOTA BANDUNG,39.80644775467385,3398.200793590796,60.95975261449541,99.82741717699447,99.93365467435328
2172,3273,12,KOTA BANDUNG,40.88431184420279,3372.0131165863845,62.58097953650197,99.82832126868092,99.93658326413278
2183,3274,11,KOTA CIREBON,41.51137309340372,3064.927785106762,64.16150555883154,99.75259097318714,99.9431141385434
2184,3274,12,KOTA CIREBON,41.7744552616246,3242.737819707256,67.01935446744027,99.6871565525404,99.95304796645426
2195,3275,11,KOTA BEKASI,35.63306123751509,3214.2591562195,58.809282636173336,99.79139548218131,99.93984900763286
2196,3275,12,KOTA BEKASI,37.22335113827248,3222.912428819612,60.07955275927871,99.78900289125352,99.94410076549676
2207,3276,11,KOTA DEPOK,34.089567987041555,3174.125931586382,55.60087013497246,99.82207064002245,99.9307383304526
2208,3276,12,KOTA DEPOK,34.93038788511946,3175.7354515359493,62.99158907954365,99.8218432907197,99.94353141258712
2219,3277,11,KOTA CIMAHI,37.76113844783519,3833.013308299776,56.78245332712292,99.5632776440797,99.93565910088329
2220,3277,12,KOTA CIMAHI,39.66532939573207,4084.779957962228,58.35929627149401,99.49947046570512,99.94695803897709
2231,3278,11,KOTA TASIKMALAYA,44.302816620356296,3750.286456314959,54.4998455292429,99.65191214079104,99.93094798612672
2232,3278,12,KOTA TASIKMALAYA,44.23675068066608,3721.424557597769,52.02726599443172,99.63655123877447,99.92231686647833
2243,3279,11,KOTA BANJAR,46.92766740899879,3367.1996794098577,58.14138707383965,99.76667684556286,99.89428834573911
2244,3279,12,KOTA BANJAR,40.21500167245044,3219.2997818507038,55.27488618930701,99.73060770265052,99.89332627210666
2255,3301,11,CILACAP,30.914908788378074,4041.9362030587504,52.14395551922351,99.76480841317564,99.7654845165231
2256,3301,12,CILACAP,33.2106452062768,4247.891961825004,50.903964865783685,99.72604313004616,99.75425073115504
2267,3302,11,BANYUMAS,34.58457574840805,3625.4871506563145,50.9589159138872,99.71285097010966,99.85784129505532
2268,3302,12,BANYUMAS,35.00085102466705,4032.196854543196,49.88770934206824,99.66520906858312,99.8603457928414
2279,3303,11,PURBALINGGA,31.996434477574912,4270.608973738724,51.95015807260097,99.71725198178972,99.8214218728692
2280,3303,12,PURBALINGGA,33.044318877002404,3834.805021870275,52.98729261066131,99.61130058037485,99.80850562926558
2291,3304,11,BANJARNEGARA,38.778710795539496,4378.876403283166,45.48620689389713,99.56084514475891,99.80142519158495
2292,3304,12,BANJARNEGARA,40.98876910507816,4312.424593764969,44.76397624957284,99.50712099461929,99.8095499940581
2303,3305,11,KEBUMEN,36.06011020709295,4118.360760308244,55.3734646674978,99.64582402740994,99.72789747050726
2304,3305,12,KEBUMEN,35.16087436063436,4269.391209351668,53.981128626347896,99.62866641912215,99.73605628455891
2315,3306,11,PURWOREJO,42.19515776329497,4019.18041562795,56.66249522385245,99.66166104363326,99.7541438982567
2316,3306,12,PURWOREJO,43.76130362385059,3820.6984903173047,56.589295250902175,99.61662588386388,99.75241257857068
2327,3307,11,WONOSOBO,39.177135202846685,4044.711037288421,57.2190421063979,99.55979653463854,99.76889595552493
2328,3307,12,WONOSOBO,42.90280339729096,4014.514172831985,51.696938720720006,99.48999407528036,99.767567435065
2339,3308,11,MAGELANG,30.198674505615983,4076.441506520365,46.38375078924346,99.73824866948289,99.8334697146026
2340,3308,12,MAGELANG,30.20886372473907,3940.948817553073,48.20412358499508,99.65484226821246,99.84025499815615
2351,3309,11,BOYOLALI,29.26872183299256,3842.994056360985,54.652379830469805,99.78100835106304,99.80966007594076
2352,3309,12,BOYOLALI,31.445595816126527,3949.7367253876873,46.32960262154196,99.66535288605186,99.80770634131434
2363,3310,11,KLATEN,28.511358006615986,3702.89417195812,50.05897871052336,99.80690118547896,99.85706534606052
2364,3310,12,KLATEN,30.48955483324133,3764.0347343792655,48.61220616551337,99.74621188280676,99.86878115652254
2375,3311,11,SUKOHARJO,32.25211423271363,3751.147106695146,60.49739354713584,99.84347153815422,99.85307818120582
2376,3311,12,SUKOHARJO,32.546330612373346,3594.2251219418936,55.63542126260938,99.80493950089514,99.87446875441115
2387,3312,11,WONOGIRI,41.02447735178894,3834.7473021963806,58.64284687186728,99.74527194478593,99.78640182659495
2388,3312,12,WONOGIRI,48.28154526705541,3651.8548474652857,52.886663391127705,99.6632324137706,99.7763640563191
2399,3313,11,KARANGANYAR,34.45832287679674,3578.3631624287145,55.52364088605611,99.75396942912307,99.89642530579592
2400,3313,12,KARANGANYAR,37.0613219720436,3787.620714228188,54.80845354508392,99.72583456377718,99.8892382743897
2411,3314,11,SRAGEN,36.51670873510913,3391.138861115501,56.08907055611871,99.84166641522116,99.83875500842788
2412,3314,12,SRAGEN,38.30044221820933,3848.681092521592,56.97774413249895,99.81855000416618,99.83882282436107
2423,3315,11,GROBOGAN,34.553575467563945,3707.6178421366017,57.07980665503174,99.69420995054148,99.8071273846734
2424,3315,12,GROBOGAN,36.43786530949463,3612.1964449546367,56.16441084934078,99.60644430071989,99.8081142424081
2435,3316,11,BLORA,40.050179460492096,3439.207008326174,56.68407435887573,99.67487436844378,99.82070105764976
2436,3316,12,BLORA,39.51567955106268,3592.669403213381,55.10202832029727,99.59584699905574,99.78502298278516
2447,3317,11,REMBANG,41.20334982187547,3138.37448903758,58.0640527152912,99.81348950994132,99.83993168975458
2448,3317,12,REMBANG,37.4669503667242,3589.311819349188,58.15920638618519,99.80420643848367,99.8134315228636
2459,3318,11,PATI,39.13699593461137,3455.7289652844547,55.42407129893051,99.74105952116888,99.85848728551066
2460,3318,12,PATI,39.90841487060221,3828.276032464946,53.10815581635139,99.52476181520842,99.840967632689
2471,3319,11,KUDUS,24.82529023248701,3384.99740424241,57.59797184812563,99.78799153046788,99.8435219277638
2472,3319,12,KUDUS,23.700768612573107,3792.045049177108,57.116359030735886,99.79477759161476,99.84498137855304
2483,3320,11,JEPARA,34.61634525783619,4001.669937885419,53.34815005762484,99.64213502805843,99.87068782864038
2484,3320,12,JEPARA,38.15711917060493,4172.955462605759,51.96414127377688,99.64981175509956,99.85126674510182
2495,3321,11,DEMAK,24.34540991140691,3509.3071690107054,55.03428545554932,99.78091802860703,99.78565671660492
2496,3321,12,DEMAK,26.171775415845165,3582.295050995332,54.86247408415158,99.5994120701181,99.84637955719624
2507,3322,11,SEMARANG,28.35778910641944,3417.772045937109,55.19947194216136,99.7891041087199,99.86445101142816
2508,3322,12,SEMARANG,30.88911029887376,3674.509988844228,53.00692003745569,99.76102459471976,99.85921490003788
2519,3323,11,TEMANGGUNG,32.40128265839721,4253.518705812564,57.56601787848915,99.7378777638891,99.85003309892278
2520,3323,12,TEMANGGUNG,35.79380536879155,4591.334580112083,50.00576356764572,99.6768516139382,99.83983097921956
2531,3324,11,KENDAL,29.410050363649358,3537.0167297799576,51.83196138185108,99.73866229981672,99.86052587451849
2532,3324,12,KENDAL,28.127726700219487,3970.265450362008,51.91783903417576,99.70491606150642,99.8486997563339
2543,3325,11,BATANG,35.83350392163677,3667.039716242583,56.32913112699107,99.749237296116,99.83485496337283
2544,3325,12,BATANG,38.89270268003856,4023.420606438277,58.28173093101278,99.724219386702,99.81545145095274
2555,3326,11,PEKALONGAN,22.90906596806724,3760.308806588149,59.23070419649234,99.6944665089402,99.79722142071712
2556,3326,12,PEKALONGAN,25.057118467693343,3921.463145215711,59.79457816094808,99.60386951566254,99.78948464370868
2567,3327,11,PEMALANG,29.258923033377467,3819.887446315424,59.37233049688757,99.68847888679176,99.81953221938872
2568,3327,12,PEMALANG,30.52464963652004,3999.408858519146,58.81237337814789,99.66024514716068,99.81774220306244
2579,3328,11,TEGAL,24.830591888424426,3878.581267691543,55.26568496719014,99.64300924847863,99.89381529021576
2580,3328,12,TEGAL,25.415816416139943,3902.710587337185,56.89396311112342,99.60802654203084,99.87984338699184
2591,3329,11,BREBES,26.068571033988743,4010.581041544821,56.26558361675288,99.60461896271836,99.79631660966886
2592,3329,12,BREBES,27.246837340969645,4163.647615644213,57.81574618700879,99.50321663641702,99.79143943599082
2603,3371,11,KOTA MAGELANG,30.986085912010108,3563.9756420812305,58.036310217738055,99.78297355989156,99.9203353352122
2604,3371,12,KOTA MAGELANG,31.82510404076572,3302.529216061717,58.99394264731873,99.78937710861491,99.91254861467216
2615,3372,11,KOTA SURAKARTA,32.06768704714494,3313.633064899342,55.46024746392873,99.74452127842407,99.86189874112814
2616,3372,12,KOTA SURAKARTA,34.001790761063525,3454.699850828019,52.122374934537326,99.70674594071664,99.87337091052105
2627,3373,11,KOTA SALATIGA,30.366153539748197,3766.513209492034,59.8710118496224,99.82278783592491,99.95433212867856
2628,3373,12,KOTA SALATIGA,35.768059611684826,3735.0131180735534,59.93887678989577,99.7922121154085,99.94283430798882
2639,3374,11,KOTA SEMARANG,33.09931493889909,3387.1302571448477,57.46360083479092,99.82834509290758,99.9468516843302
2640,3374,12,KOTA SEMARANG,34.96819698672545,3455.354652139366,64.56042631862837,99.53672694323063,99.94485812625923
2651,3375,11,KOTA PEKALONGAN,22.494067951925683,3587.439838480234,59.009820043909215,99.81638053495188,99.95700087194233
2652,3375,12,KOTA PEKALONGAN,24.5052008152542,3497.3650667587203,59.13807382364092,99.80763533698712,99.94630764056625
2663,3376,11,KOTA TEGAL,27.59915942781548,3115.3211343131634,55.3662804719424,99.71244754203448,99.98049591391816
2664,3376,12,KOTA TEGAL,30.22890396963104,3926.932253895342,56.63663715295719,99.6488392878249,99.98198332490428
2675,3401,11,KULON PROGO,36.13566856060568,3940.186447856901,49.87171077456626,99.6454095393324,99.7773483092172
2676,3401,12,KULON PROGO,38.87564462850744,3897.859778331173,46.12931814772483,99.59272571883224,99.78285403805567
2687,3402,11,BANTUL,29.92254195150617,3421.371540058865,60.0695723285993,99.7966923831734,99.88997490946709
2688,3402,12,BANTUL,31.04675062485601,3451.1072557061184,57.80278680729371,99.76727535462942,99.89477142800632
2699,3403,11,GUNUNGKIDUL,30.88727084350705,3581.288361943839,53.59586892585647,99.67310279382916,99.7242177144158
2700,3403,12,GUNUNGKIDUL,36.00779949114342,3927.799067896668,50.32737963253516,99.56353881440876,99.74031912790252
2711,3404,11,SLEMAN,33.17186970308384,3492.669600006913,50.72403871134853,99.75735704002577,99.9063368657438
2712,3404,12,SLEMAN,34.88576693445097,3698.490050670539,51.22681375038961,99.74911313045672,99.9178904992172
2723,3471,11,KOTA YOGYAKARTA,38.01978194962949,3310.4700900434564,55.044991554154855,99.63369884764896,99.94965316468054
2724,3471,12,KOTA YOGYAKARTA,39.81955604045589,3593.123779359356,56.79863004785528,99.64350889448517,99.94750298601006
2735,3501,11,PACITAN,51.08640907337012,4080.8510342654913,50.026438038812216,99.49515096341788,99.56243174348124
2736,3501,12,PACITAN,51.66840974847064,3983.661873168684,48.013642301572496,99.43227628061256,99.5779447965871
2747,3502,11,PONOROGO,41.47735507378668,3526.9038679843934,60.09605363005508,99.68592297936176,99.7923006697728
2748,3502,12,PONOROGO,40.665116238579394,3673.057060455488,63.14259436415515,99.61839995177462,99.80070729709612
2759,3503,11,TRENGGALEK,54.73759289908927,3374.1840074249826,55.98197401667565,99.71376741286554,99.81782269386149
2760,3503,12,TRENGGALEK,57.23078797164915,3237.915131991825,60.362100739790456,99.74696864544178,99.79710188068616
2771,3504,11,TULUNGAGUNG,36.5235788261283,3229.6764545531064,61.83692751631471,99.80960913434951,99.86694975058856
2772,3504,12,TULUNGAGUNG,35.02559765518281,3512.0252870638624,66.99928296059704,99.80302011334297,99.8631469105518
2783,3505,11,BLITAR,32.76224484368955,3466.1794383145293,59.39955253133784,99.69810681341042,99.79640038987904
2784,3505,12,BLITAR,32.575685762088035,3626.272484400019,60.58636014274637,99.6996701682387,99.81222719700747
2795,3506,11,KEDIRI,34.40148433650845,3327.818098988523,58.64451339747287,98.91435013350224,99.79228079928666
2796,3506,12,KEDIRI,33.355872319211706,3458.313557250628,63.560305794368006,99.79135939008258,99.83485833916632
2807,3507,11,MALANG,39.44885096989608,3435.1041976603333,58.465094823240975,99.77381501702752,99.85847662371984
2808,3507,12,MALANG,38.923063472187145,3535.761937285009,60.982399714359744,99.7434871577235,99.85560116275909
2819,3508,11,LUMAJANG,41.66893933816189,3105.0950960489527,49.7480717439855,99.67966222716164,99.80724934961825
2820,3508,12,LUMAJANG,41.97640893358089,3332.6818732456013,50.03215186675072,99.69609921450628,99.79671797530597
2831,3509,11,JEMBER,51.49570134662711,3576.477113964382,59.13337002954821,99.66473370992414,99.80841431001625
2832,3509,12,JEMBER,53.21801687142754,3823.5483463029054,58.60719953834435,99.828805538517,99.79352491925556
2843,3510,11,BANYUWANGI,54.23510515590219,3221.6708678901555,58.130505192934734,99.76855413949598,99.85725764132708
2844,3510,12,BANYUWANGI,52.94886834865241,3478.199117394178,56.74648543659927,99.8065781498381,99.81277236049227
2855,3511,11,BONDOWOSO,56.12696545395735,3538.832231121563,54.9084267409155,99.78273808619392,99.79482954969362
2856,3511,12,BONDOWOSO,57.1062365790762,3867.9258279433448,55.10408778624475,99.745542798854,99.75786470071137
2867,3512,11,SITUBONDO,50.747245142105534,3502.362696888136,56.84522591180157,98.90476064086096,99.81795730447398
2868,3512,12,SITUBONDO,56.07809350148001,3781.236352463716,54.01236961011959,99.33042524453067,99.78292290577237
